113,online.chosa.kaito.F1A_7_3_othAct_total_6,OthActTotal_6,1,0,1,54,,3,,,1
114,online.chosa.kaito.F1A_7_3_othAct_total_7,OthActTotal_7,1,0,1,55,,3,,,1
115,online.chosa.kaito.F1A_8_employees_1,Data arise in 2019_1,1,0,1,56,,3,,,1
116,online.chosa.kaito.F1A_8_employees_2,Data arise in 2019_2,1,0,1,57,,3,,,1
117,online.chosa.kaito.F1A_8_employees_3,Data arise in 2019_3,1,0,1,58,,3,,,1
118,online.chosa.kaito.F1A_9_Inventories_1_1,As of 31/12/2019_1,1,0,1,59,,3,,,1
119,online.chosa.kaito.F1A_9_Inventories_2_1,As of  01/01/2019_1,1,0,1,60,,3,,,1
120,online.chosa.kaito.F1A_9_Inventories_1_2,As of 31/12/2019_2,1,0,1,61,,3,,,1
121,online.chosa.kaito.F1A_9_Inventories_2_2,As of  01/01/2019_2,1,0,1,62,,3,,,1
122,online.chosa.kaito.F1A_9_Inventories_1_3,As of 31/12/2019_3,1,0,1,63,,3,,,1
123,online.chosa.kaito.F1A_9_Inventories_2_3,As of  01/01/2019_3,1,0,1,64,,3,,,1
124,online.chosa.kaito.F1A_9_Inventories_1_4,As of 31/12/2019_4,1,0,1,65,,3,,,1
125,online.chosa.kaito.F1A_9_Inventories_2_4,As of  01/01/2019_4,1,0,1,66,,3,,,1
126,online.chosa.kaito.F1A_9_Inventories_1_5,As of 31/12/2019_5,1,0,1,67,,3,,,1
127,online.chosa.kaito.F1A_9_Inventories_2_5,As of  01/01/2019_5,1,0,1,68,,3,,,1
128,online.chosa.kaito.F1A_10_Results_Total,Realized in 2019_Total,1,0,1,69,,3,,,1
129,online.chosa.kaito.F1A_10_Results_KeyAct,Realized in 2019_KeyAct,1,0,1,70,,3,,,1
130,online.chosa.kaito.F1A_10_Results_othAct_1,Realized in 2019_OthAct_1,1,0,1,71,,3,,,1
131,online.chosa.kaito.F1A_10_Results_othAct_2,Realized in 2019_OthAct_2,1,0,1,72,,3,,,1
132,online.chosa.kaito.F1A_10_Results_othAct_3,Realized in 2019_OthAct_3,1,0,1,73,,3,,,1
133,online.chosa.kaito.F1A_10_Results_othAct_4,Realized in 2019_OthAct_4,1,0,1,74,,3,,,1
134,online.chosa.kaito.F1A_10_Results_othAct_5,Realized in 2019_OthAct_5,1,0,1,75,,3,,,1
135,online.chosa.kaito.F1A_10_Results_othAct_6,Realized in 2019_OthAct_6,1,0,1,76,,3,,,1
136,online.chosa.kaito.F1A_10_Results_othAct_7,Realized in 2019_OthAct_7,1,0,1,77,,3,,,1
137,online.chosa.kaito.F1A_11_Energy_01_1_1,01_1_1,1,0,1,78,,3,,,1
138,online.chosa.kaito.F1A_11_Energy_01_2_1,01_2_1,1,0,1,79,,3,,,1
139,online.chosa.kaito.F1A_11_Energy_01_3_1,01_3_1,1,0,1,80,,3,,,1
140,online.chosa.kaito.F1A_11_Energy_01_4_1,01_4_1,1,0,1,81,,3,,,1
141,online.chosa.kaito.F1A_11_Energy_01_5_1,01_5_1,1,0,1,82,,3,,,1
142,online.chosa.kaito.F1A_11_Energy_01_6_1,01_6_1,1,0,1,83,,3,,,1
143,online.chosa.kaito.F1A_11_Energy_01_7_1,01_7_1,1,0,1,84,,3,,,1
144,online.chosa.kaito.F1A_11_Energy_01_8_1,01_8_1,1,0,1,85,,3,,,1
145,online.chosa.kaito.F1A_11_Energy_01_9_1,01_9_1,1,0,1,86,,3,,,1
146,online.chosa.kaito.F1A_11_Energy_01_10_1,01_10_1,1,0,1,87,,3,,,1
147,online.chosa.kaito.F1A_11_Energy_01_1_2,01_1_2,1,0,1,88,,3,,,1
148,online.chosa.kaito.F1A_11_Energy_01_2_2,01_2_2,1,0,1,89,,3,,,1
149,online.chosa.kaito.F1A_11_Energy_01_3_2,01_3_2,1,0,1,90,,3,,,1
150,online.chosa.kaito.F1A_11_Energy_01_4_2,01_4_2,1,0,1,91,,3,,,1
151,online.chosa.kaito.F1A_11_Energy_01_5_2,01_5_2,1,0,1,92,,3,,,1
152,online.chosa.kaito.F1A_11_Energy_01_6_2,01_6_2,1,0,1,93,,3,,,1
153,online.chosa.kaito.F1A_11_Energy_01_7_2,01_7_2,1,0,1,94,,3,,,1
154,online.chosa.kaito.F1A_11_Energy_01_8_2,01_8_2,1,0,1,95,,3,,,1
155,online.chosa.kaito.F1A_11_Energy_01_9_2,01_9_2,1,0,1,96,,3,,,1
156,online.chosa.kaito.F1A_11_Energy_01_10_2,01_10_2,1,0,1,97,,3,,,1
157,online.chosa.kaito.F1A_11_Energy_01_1_3,01_1_3,1,0,1,98,,3,,,1
158,online.chosa.kaito.F1A_11_Energy_01_2_3,01_2_3,1,0,1,99,,3,,,1
159,online.chosa.kaito.F1A_11_Energy_01_3_3,01_3_3,1,0,1,100,,3,,,1
160,online.chosa.kaito.F1A_11_Energy_01_4_3,01_4_3,1,0,1,101,,3,,,1
161,online.chosa.kaito.F1A_11_Energy_01_5_3,01_5_3,1,0,1,102,,3,,,1
162,online.chosa.kaito.F1A_11_Energy_01_6_3,01_6_3,1,0,1,103,,3,,,1
163,online.chosa.kaito.F1A_11_Energy_01_7_3,01_7_3,1,0,1,104,,3,,,1
164,online.chosa.kaito.F1A_11_Energy_01_8_3,01_8_3,1,0,1,105,,3,,,1
165,online.chosa.kaito.F1A_11_Energy_01_9_3,01_9_3,1,0,1,106,,3,,,1
166,online.chosa.kaito.F1A_11_Energy_01_10_3,01_10_3,1,0,1,107,,3,,,1
167,online.chosa.kaito.F1A_11_Energy_01_1_4,01_1_4,1,0,1,108,,3,,,1
168,online.chosa.kaito.F1A_11_Energy_01_2_4,01_2_4,1,0,1,109,,3,,,1
169,online.chosa.kaito.F1A_11_Energy_01_3_4,01_3_4,1,0,1,110,,3,,,1
170,online.chosa.kaito.F1A_11_Energy_01_4_4,01_4_4,1,0,1,111,,3,,,1
171,online.chosa.kaito.F1A_11_Energy_01_5_4,01_5_4,1,0,1,112,,3,,,1
172,online.chosa.kaito.F1A_11_Energy_01_6_4,01_6_4,1,0,1,113,,3,,,1
173,online.chosa.kaito.F1A_11_Energy_01_7_4,01_7_4,1,0,1,114,,3,,,1
174,online.chosa.kaito.F1A_11_Energy_01_8_4,01_8_4,1,0,1,115,,3,,,1
175,online.chosa.kaito.F1A_11_Energy_01_9_4,01_9_4,1,0,1,116,,3,,,1
176,online.chosa.kaito.F1A_11_Energy_01_10_4,01_10_4,1,0,1,117,,3,,,1
177,online.chosa.kaito.F1A_11_Energy_01_1_5,01_1_5,1,0,1,118,,3,,,1
178,online.chosa.kaito.F1A_11_Energy_01_2_5,01_2_5,1,0,1,119,,3,,,1
179,online.chosa.kaito.F1A_11_Energy_01_3_5,01_3_5,1,0,1,120,,3,,,1
180,online.chosa.kaito.F1A_11_Energy_01_4_5,01_4_5,1,0,1,121,,3,,,1
181,online.chosa.kaito.F1A_11_Energy_01_5_5,01_5_5,1,0,1,122,,3,,,1
182,online.chosa.kaito.F1A_11_Energy_01_6_5,01_6_5,1,0,1,123,,3,,,1
183,online.chosa.kaito.F1A_11_Energy_01_7_5,01_7_5,1,0,1,124,,3,,,1
184,online.chosa.kaito.F1A_11_Energy_01_8_5,01_8_5,1,0,1,125,,3,,,1
185,online.chosa.kaito.F1A_11_Energy_01_9_5,01_9_5,1,0,1,126,,3,,,1
186,online.chosa.kaito.F1A_11_Energy_01_10_5,01_10_5,1,0,1,127,,3,,,1
187,online.chosa.kaito.F1A_11_Energy_01_1_6,01_1_6,1,0,1,128,,3,,,1
188,online.chosa.kaito.F1A_11_Energy_01_2_6,01_2_6,1,0,1,129,,3,,,1
189,online.chosa.kaito.F1A_11_Energy_01_3_6,01_3_6,1,0,1,130,,3,,,1
190,online.chosa.kaito.F1A_11_Energy_01_4_6,01_4_6,1,0,1,131,,3,,,1
191,online.chosa.kaito.F1A_11_Energy_01_5_6,01_5_6,1,0,1,132,,3,,,1
192,online.chosa.kaito.F1A_11_Energy_01_6_6,01_6_6,1,0,1,133,,3,,,1
193,online.chosa.kaito.F1A_11_Energy_01_7_6,01_7_6,1,0,1,134,,3,,,1
194,online.chosa.kaito.F1A_11_Energy_01_8_6,01_8_6,1,0,1,135,,3,,,1
195,online.chosa.kaito.F1A_11_Energy_01_9_6,01_9_6,1,0,1,136,,3,,,1
196,online.chosa.kaito.F1A_11_Energy_01_10_6,01_10_6,1,0,1,137,,3,,,1
197,online.chosa.kaito.F1A_11_Energy_01_1_7,01_1_7,1,0,1,138,,3,,,1
198,online.chosa.kaito.F1A_11_Energy_01_2_7,01_2_7,1,0,1,139,,3,,,1
199,online.chosa.kaito.F1A_11_Energy_01_3_7,01_3_7,1,0,1,140,,3,,,1
200,online.chosa.kaito.F1A_11_Energy_01_4_7,01_4_7,1,0,1,141,,3,,,1
201,online.chosa.kaito.F1A_11_Energy_01_5_7,01_5_7,1,0,1,142,,3,,,1
202,online.chosa.kaito.F1A_11_Energy_01_6_7,01_6_7,1,0,1,143,,3,,,1
203,online.chosa.kaito.F1A_11_Energy_01_7_7,01_7_7,1,0,1,144,,3,,,1
204,online.chosa.kaito.F1A_11_Energy_01_8_7,01_8_7,1,0,1,145,,3,,,1
205,online.chosa.kaito.F1A_11_Energy_01_9_7,01_9_7,1,0,1,146,,3,,,1
206,online.chosa.kaito.F1A_11_Energy_01_10_7,01_10_7,1,0,1,147,,3,,,1
207,online.chosa.kaito.F1A_11_Energy_02_1_1,02_1_1,1,0,1,148,,3,,,1
208,online.chosa.kaito.F1A_11_Energy_02_2_1,02_2_1,1,0,1,149,,3,,,1
209,online.chosa.kaito.F1A_11_Energy_02_3_1,02_3_1,1,0,1,150,,3,,,1
210,online.chosa.kaito.F1A_11_Energy_02_4_1,02_4_1,1,0,1,151,,3,,,1
211,online.chosa.kaito.F1A_11_Energy_02_5_1,02_5_1,1,0,1,152,,3,,,1
212,online.chosa.kaito.F1A_11_Energy_02_6_1,02_6_1,1,0,1,153,,3,,,1
213,online.chosa.kaito.F1A_11_Energy_02_7_1,02_7_1,1,0,1,154,,3,,,1
214,online.chosa.kaito.F1A_11_Energy_02_8_1,02_8_1,1,0,1,155,,3,,,1
215,online.chosa.kaito.F1A_11_Energy_02_9_1,02_9_1,1,0,1,156,,3,,,1
216,online.chosa.kaito.F1A_11_Energy_02_10_1,02_10_1,1,0,1,157,,3,,,1
217,online.chosa.kaito.F1A_11_Energy_02_1_2,02_1_2,1,0,1,158,,3,,,1
218,online.chosa.kaito.F1A_11_Energy_02_2_2,02_2_2,1,0,1,159,,3,,,1
219,online.chosa.kaito.F1A_11_Energy_02_3_2,02_3_2,1,0,1,160,,3,,,1
220,online.chosa.kaito.F1A_11_Energy_02_4_2,02_4_2,1,0,1,161,,3,,,1
221,online.chosa.kaito.F1A_11_Energy_02_5_2,02_5_2,1,0,1,162,,3,,,1
222,online.chosa.kaito.F1A_11_Energy_02_6_2,02_6_2,1,0,1,163,,3,,,1
223,online.chosa.kaito.F1A_11_Energy_02_7_2,02_7_2,1,0,1,164,,3,,,1
224,online.chosa.kaito.F1A_11_Energy_02_8_2,02_8_2,1,0,1,165,,3,,,1
225,online.chosa.kaito.F1A_11_Energy_02_9_2,02_9_2,1,0,1,166,,3,,,1
226,online.chosa.kaito.F1A_11_Energy_02_10_2,02_10_2,1,0,1,167,,3,,,1
227,online.chosa.kaito.F1A_11_Energy_02_1_3,02_1_3,1,0,1,168,,3,,,1
228,online.chosa.kaito.F1A_11_Energy_02_2_3,02_2_3,1,0,1,169,,3,,,1
229,online.chosa.kaito.F1A_11_Energy_02_3_3,02_3_3,1,0,1,170,,3,,,1
230,online.chosa.kaito.F1A_11_Energy_02_4_3,02_4_3,1,0,1,171,,3,,,1
231,online.chosa.kaito.F1A_11_Energy_02_5_3,02_5_3,1,0,1,172,,3,,,1
232,online.chosa.kaito.F1A_11_Energy_02_6_3,02_6_3,1,0,1,173,,3,,,1
233,online.chosa.kaito.F1A_11_Energy_02_7_3,02_7_3,1,0,1,174,,3,,,1
234,online.chosa.kaito.F1A_11_Energy_02_8_3,02_8_3,1,0,1,175,,3,,,1
235,online.chosa.kaito.F1A_11_Energy_02_9_3,02_9_3,1,0,1,176,,3,,,1
236,online.chosa.kaito.F1A_11_Energy_02_10_3,02_10_3,1,0,1,177,,3,,,1
237,online.chosa.kaito.F1A_11_Energy_03_1_1,03_1_1,1,0,1,178,,3,,,1
238,online.chosa.kaito.F1A_11_Energy_03_2_1,03_2_1,1,0,1,179,,3,,,1
239,online.chosa.kaito.F1A_11_Energy_03_3_1,03_3_1,1,0,1,180,,3,,,1
240,online.chosa.kaito.F1A_11_Energy_03_4_1,03_4_1,1,0,1,181,,3,,,1
241,online.chosa.kaito.F1A_11_Energy_03_5_1,03_5_1,1,0,1,182,,3,,,1
242,online.chosa.kaito.F1A_11_Energy_03_6_1,03_6_1,1,0,1,183,,3,,,1
243,online.chosa.kaito.F1A_11_Energy_03_7_1,03_7_1,1,0,1,184,,3,,,1
244,online.chosa.kaito.F1A_11_Energy_03_8_1,03_8_1,1,0,1,185,,3,,,1
245,online.chosa.kaito.F1A_11_Energy_03_9_1,03_9_1,1,0,1,186,,3,,,1
246,online.chosa.kaito.F1A_11_Energy_03_10_1,03_10_1,1,0,1,187,,3,,,1
247,online.chosa.kaito.F1A_11_Energy_03_1_2,03_1_2,1,0,1,188,,3,,,1
248,online.chosa.kaito.F1A_11_Energy_03_2_2,03_2_2,1,0,1,189,,3,,,1
249,online.chosa.kaito.F1A_11_Energy_03_3_2,03_3_2,1,0,1,190,,3,,,1
250,online.chosa.kaito.F1A_11_Energy_03_4_2,03_4_2,1,0,1,191,,3,,,1
251,online.chosa.kaito.F1A_11_Energy_03_5_2,03_5_2,1,0,1,192,,3,,,1
252,online.chosa.kaito.F1A_11_Energy_03_6_2,03_6_2,1,0,1,193,,3,,,1
253,online.chosa.kaito.F1A_11_Energy_03_7_2,03_7_2,1,0,1,194,,3,,,1
254,online.chosa.kaito.F1A_11_Energy_03_8_2,03_8_2,1,0,1,195,,3,,,1
255,online.chosa.kaito.F1A_11_Energy_03_9_2,03_9_2,1,0,1,196,,3,,,1
256,online.chosa.kaito.F1A_11_Energy_03_10_2,03_10_2,1,0,1,197,,3,,,1
257,online.chosa.kaito.F1A_11_Energy_03_1_3,03_1_3,1,0,1,198,,3,,,1
258,online.chosa.kaito.F1A_11_Energy_03_2_3,03_2_3,1,0,1,199,,3,,,1
259,online.chosa.kaito.F1A_11_Energy_03_3_3,03_3_3,1,0,1,200,,3,,,1
260,online.chosa.kaito.F1A_11_Energy_03_4_3,03_4_3,1,0,1,201,,3,,,1
261,online.chosa.kaito.F1A_11_Energy_03_5_3,03_5_3,1,0,1,202,,3,,,1
262,online.chosa.kaito.F1A_11_Energy_03_6_3,03_6_3,1,0,1,203,,3,,,1
263,online.chosa.kaito.F1A_11_Energy_03_7_3,03_7_3,1,0,1,204,,3,,,1
264,online.chosa.kaito.F1A_11_Energy_03_8_3,03_8_3,1,0,1,205,,3,,,1
265,online.chosa.kaito.F1A_11_Energy_03_9_3,03_9_3,1,0,1,206,,3,,,1
266,online.chosa.kaito.F1A_11_Energy_03_10_3,03_10_3,1,0,1,207,,3,,,1
267,online.chosa.kaito.F1A_11_Energy_04_1_1,04_1_1,1,0,1,208,,3,,,1
268,online.chosa.kaito.F1A_11_Energy_04_2_1,04_2_1,1,0,1,209,,3,,,1
269,online.chosa.kaito.F1A_11_Energy_04_3_1,04_3_1,1,0,1,210,,3,,,1
270,online.chosa.kaito.F1A_11_Energy_04_4_1,04_4_1,1,0,1,211,,3,,,1
271,online.chosa.kaito.F1A_11_Energy_04_5_1,04_5_1,1,0,1,212,,3,,,1
272,online.chosa.kaito.F1A_11_Energy_04_6_1,04_6_1,1,0,1,213,,3,,,1
273,online.chosa.kaito.F1A_11_Energy_04_7_1,04_7_1,1,0,1,214,,3,,,1
274,online.chosa.kaito.F1A_11_Energy_04_8_1,04_8_1,1,0,1,215,,3,,,1
275,online.chosa.kaito.F1A_11_Energy_04_9_1,04_9_1,1,0,1,216,,3,,,1
276,online.chosa.kaito.F1A_11_Energy_04_10_1,04_10_1,1,0,1,217,,3,,,1
277,online.chosa.kaito.F1A_11_Energy_05_1_1,05_1_1,1,0,1,218,,3,,,1
278,online.chosa.kaito.F1A_11_Energy_05_2_1,05_2_1,1,0,1,219,,3,,,1
279,online.chosa.kaito.F1A_11_Energy_05_3_1,05_3_1,1,0,1,220,,3,,,1
280,online.chosa.kaito.F1A_11_Energy_05_4_1,05_4_1,1,0,1,221,,3,,,1
281,online.chosa.kaito.F1A_11_Energy_05_5_1,05_5_1,1,0,1,222,,3,,,1
282,online.chosa.kaito.F1A_11_Energy_05_6_1,05_6_1,1,0,1,223,,3,,,1
283,online.chosa.kaito.F1A_11_Energy_05_7_1,05_7_1,1,0,1,224,,3,,,1
284,online.chosa.kaito.F1A_11_Energy_05_8_1,05_8_1,1,0,1,225,,3,,,1
285,online.chosa.kaito.F1A_11_Energy_05_9_1,05_9_1,1,0,1,226,,3,,,1
286,online.chosa.kaito.F1A_11_Energy_05_10_1,05_10_1,1,0,1,227,,3,,,1
287,online.chosa.kaito.F1A_11_Energy_05_1_2,05_1_2,1,0,1,228,,3,,,1
288,online.chosa.kaito.F1A_11_Energy_05_2_2,05_2_2,1,0,1,229,,3,,,1
289,online.chosa.kaito.F1A_11_Energy_05_3_2,05_3_2,1,0,1,230,,3,,,1
290,online.chosa.kaito.F1A_11_Energy_05_4_2,05_4_2,1,0,1,231,,3,,,1
291,online.chosa.kaito.F1A_11_Energy_05_5_2,05_5_2,1,0,1,232,,3,,,1
292,online.chosa.kaito.F1A_11_Energy_05_6_2,05_6_2,1,0,1,233,,3,,,1
293,online.chosa.kaito.F1A_11_Energy_05_7_2,05_7_2,1,0,1,234,,3,,,1
294,online.chosa.kaito.F1A_11_Energy_05_8_2,05_8_2,1,0,1,235,,3,,,1
295,online.chosa.kaito.F1A_11_Energy_05_9_2,05_9_2,1,0,1,236,,3,,,1
296,online.chosa.kaito.F1A_11_Energy_05_10_2,05_10_2,1,0,1,237,,3,,,1
297,online.chosa.kaito.F1A_11_Energy_05_1_3,05_1_3,1,0,1,238,,3,,,1
298,online.chosa.kaito.F1A_11_Energy_05_2_3,05_2_3,1,0,1,239,,3,,,1
299,online.chosa.kaito.F1A_11_Energy_05_3_3,05_3_3,1,0,1,240,,3,,,1
300,online.chosa.kaito.F1A_11_Energy_05_4_3,05_4_3,1,0,1,241,,3,,,1
301,online.chosa.kaito.F1A_11_Energy_05_5_3,05_5_3,1,0,1,242,,3,,,1
302,online.chosa.kaito.F1A_11_Energy_05_6_3,05_6_3,1,0,1,243,,3,,,1
303,online.chosa.kaito.F1A_11_Energy_05_7_3,05_7_3,1,0,1,244,,3,,,1
304,online.chosa.kaito.F1A_11_Energy_05_8_3,05_8_3,1,0,1,245,,3,,,1
305,online.chosa.kaito.F1A_11_Energy_05_9_3,05_9_3,1,0,1,246,,3,,,1
306,online.chosa.kaito.F1A_11_Energy_05_10_3,05_10_3,1,0,1,247,,3,,,1
307,online.chosa.kaito.F1A_11_Energy_05_1_4,05_1_4,1,0,1,248,,3,,,1
